Timestamp,TradeId,Price,Amount,Type
1538087412,299353665,0.009487,0.20066225,sell
1538087412,299353664,0.0094874,4.43811372,sell
1538087393,299353328,0.0095085,0.22057503,buy
1538087391,299353286,0.0095001,5.0,buy
1538087389,299353243,0.009495,4.99,buy
1538087389,299353241,0.0094949,5.0,buy
1538087389,299353220,0.0094893,4.0,buy
1538087387,299353127,0.0094726,0.5,buy
1538087387,299353126,0.0094704,0.00000631,buy
1538087387,299353104,0.0094704,20.70358,buy
1538087387,299353090,0.0094587,7.79555932,sell
1538087387,299353089,0.0094596,4.20444068,sell
1538087387,299353088,0.0094596,20.79555932,sell
1538087387,299353087,0.0094597,2.1094431,sell
1538087387,299353086,0.0094615,21.09499758,sell
1538087387,299353085,0.0094635,16.0,sell
1538087387,299353084,0.0094635,24.0,sell
1538087387,299353083,0.0094636,4.0,sell
1538087387,299353082,0.0094714,10.54018445,sell
1538087387,299353081,0.0094724,21.08259105,sell
1538087387,299353080,0.0094725,5.0,sell
1538087387,299353079,0.0094734,10.54073995,sell
1538087387,299353078,0.009478,1.35594127,sell
1538087387,299353077,0.0094783,0.88927801,sell
1538087387,299353076,0.00948,10.61721576,sell
1538087387,299353075,0.0094802,1.11987363,sell
1538087387,299353074,0.0094804,0.46503153,sell
1538087387,299353073,0.0094804,10.0,sell
1538087387,299353072,0.0094804,0.39327009,sell
1538087387,299353071,0.0094806,0.62155074,sell
1538087387,299353070,0.0094806,1.4409126,sell
1538087387,299353069,0.0094811,5.22982461,sell
1538087377,299352872,0.0094894,9.50723734,buy
1538087377,299352871,0.0094892,1.58464453,buy
1538087377,299352870,0.009489,10.0,buy
1538087377,299352868,0.0094892,1.40995532,buy
1538087377,299352867,0.009489,2.99466006,buy
1538087373,299352853,0.0094894,1.04,buy
1538087341,299352534,0.0094888,2.37,buy
1538087341,299352533,0.0094849,5.0,buy
1538087309,299352323,0.009482,1.42094323,buy
1538087295,299352222,0.0094818,8.23844022,buy
1538087295,299352221,0.0094818,3.39155978,buy
1538087288,299352165,0.0094818,0.60844022,buy
1538087256,299351807,0.0094804,0.441,sell
1538087256,299351805,0.0094804,2.798,sell
1538087256,299351803,0.0094804,2.709,sell
1538087256,299351802,0.0094832,0.5,sell
1538087255,299351800,0.0094876,3.3975457,sell
1538087255,299351799,0.0094915,32.61,sell
1538087255,299351793,0.0094915,0.347,sell
1538087255,299351791,0.0094915,1.18,sell
1538087255,299351784,0.0094915,3.4,sell
1538087254,299351764,0.0094915,0.475,sell
1538087254,299351761,0.0094915,0.714,sell
1538087253,299351731,0.0094915,7.76,sell
1538087253,299351724,0.0094915,3.4,sell
1538087253,299351721,0.0094948,0.64590921,buy
1538087253,299351717,0.0094948,2.53609079,buy
1538087253,299351713,0.0094915,1.666,sell
1538087253,299351711,0.0094915,3.812,sell
1538087252,299351710,0.0094915,2.998,sell
1538087252,299351703,0.0094915,2.78,sell
1538087252,299351702,0.0094915,1.137,sell
1538087252,299351695,0.0094915,0.546,sell
1538087252,299351694,0.0094915,1.418,sell
1538087252,299351691,0.0094915,1.151,sell
1538087252,299351687,0.0094915,1.883,sell
1538087252,299351686,0.0094915,2.759,sell
1538087252,299351683,0.0094915,2.789,sell
1538087252,299351678,0.0094915,1.782,sell
1538087252,299351675,0.0094915,1.782,sell
1538087252,299351674,0.0094915,1.815,sell
1538087252,299351673,0.0094915,2.951,sell
1538087252,299351671,0.0094915,2.75,sell
1538087252,299351668,0.0094915,1.856,sell
1538087252,299351665,0.0094915,0.713,sell
1538087251,299351650,0.0094915,1.13201808,sell
1538087250,299351639,0.0094915,0.537,sell
1538087250,299351611,0.0094915,2.259,sell
1538087250,299351606,0.0094915,19.26916762,sell
1538087250,299351605,0.0094959,1.55083238,sell
1538087250,299351604,0.0095,14.18,sell
1538087249,299351603,0.0095,0.82,sell
1538087248,299351549,0.0095001,0.1416842,sell
1538087248,299351548,0.0095002,1.257,sell
1538087247,299351525,0.0095059,1.286,sell
1538087247,299351521,0.0095059,2.80499137,sell
1538087247,299351520,0.0095059,0.00000863,sell
1538087246,299351507,0.0095059,0.5,sell
1538087246,299351504,0.0095059,20.49164,sell
1538087246,299351503,0.009506,0.5,sell
1538087246,299351494,0.0095092,2.78399096,sell
1538087246,299351493,0.0095092,2.21600904,sell
1538087246,299351491,0.00951,1.5,sell
1538087246,299351490,0.0095112,0.2,sell
1538087060,299350760,0.0095123,1.34478514,sell
1538087060,299350759,0.0095123,7.24264224,sell
1538087060,299350758,0.0095128,20.9787495,sell
1538087060,299350757,0.0095152,4.17860826,sell
1538087060,299350756,0.0095152,45.7,sell
1538087060,299350754,0.0095152,54.3,sell
1538087060,299350753,0.0095177,10.0,sell
1538087060,299350752,0.0095226,4.0,sell
1538087060,299350751,0.009524,10.0,sell
1538086925,299349936,0.0095375,3.10943574,buy
1538086925,299349929,0.0095345,0.44563163,buy
1538086715,299348505,0.00953,0.47092775,buy
1538086570,299348039,0.009543,5.0,buy
1538086570,299348038,0.009535,10.0,buy
1538086553,299347920,0.0095343,0.66198844,sell
1538086553,299347919,0.0095345,0.59204224,sell
1538086553,299347918,0.0095348,0.8610632,sell
1538086553,299347917,0.0095352,0.2,sell
1538086553,299347916,0.0095353,0.20510223,sell
1538086553,299347915,0.0095354,0.49351249,sell
1538086553,299347914,0.0095354,12.553,sell
1538086553,299347913,0.0095354,0.27133399,sell
1538086553,299347912,0.0095354,3.577,sell
1538086553,299347911,0.0095354,0.243545,sell
1538086553,299347910,0.0095354,0.34141241,sell
1538086527,299347809,0.0095386,23.0,buy
1538086527,299347808,0.0095357,20.0,buy
1538086526,299347807,0.0095356,4.0,buy
1538086526,299347801,0.009532,20.0,buy
1538086526,299347797,0.0095278,34.0,buy
1538086505,299347631,0.0095196,3.22720115,sell
1538086505,299347630,0.0095199,2.0,sell
1538086505,299347629,0.0095204,4.16875502,sell
1538086505,299347628,0.0095245,4.0,sell
1538086505,299347627,0.00953,10.0,sell
1538086505,299347626,0.00953,2.2,sell
1538086505,299347625,0.00953,0.64276198,sell
1538086505,299347624,0.0095302,0.2,sell
1538086505,299347623,0.0095302,5.0,sell
1538086505,299347622,0.009531,0.2,sell
1538086505,299347621,0.0095406,46.16128185,sell
1538086500,299347609,0.0095406,1.9537,sell
1538086460,299347512,0.009542,0.30913075,buy
1538086460,299347511,0.009542,3.26870659,buy
1538086460,299347510,0.009542,0.55648334,buy
1538086445,299347438,0.0095428,0.2,buy
1538086437,299347430,0.00955,45.58887958,sell
1538086437,299347428,0.00955,0.827,sell
1538086436,299347417,0.0095502,0.40236598,sell
1538086436,299347414,0.0095502,0.24852896,sell
1538086436,299347413,0.0095502,0.35981541,sell
1538086436,299347412,0.0095502,0.77315379,sell
1538086436,299347411,0.0095502,1.54583761,sell
1538086436,299347410,0.0095502,0.11481825,sell
1538086436,299347409,0.0095502,1.43099523,sell
1538086436,299347408,0.0095503,0.22300477,sell
1538086432,299347392,0.0095579,0.7,sell
1538086432,299347391,0.0095579,3.043,sell
1538086209,299346420,0.0095738,2.89662669,buy
1538086209,299346419,0.0095734,0.41388996,buy
1538086026,299345761,0.0095745,0.90341464,buy
1538086012,299345711,0.0095644,0.41388996,sell
1538086012,299345710,0.0095646,0.2,sell
1538086012,299345709,0.0095646,0.11560623,sell
1538086012,299345708,0.0095646,1.41294711,sell
1538086002,299345639,0.0095646,0.3,sell
1538086002,299345638,0.0095805,5.0,sell
1538085883,299344693,0.0095811,0.6,sell
1538085822,299344241,0.0095995,0.54513055,buy
1538085812,299344147,0.0095808,3.35,sell
1538085801,299344023,0.0095966,0.2,buy
1538085638,299343159,0.0096078,31.21705208,buy
1538085638,299343158,0.0096068,29.0,buy
1538085638,299343157,0.0096066,8.27495585,buy
1538085638,299343156,0.009606,2.4,buy
1538085638,299343155,0.0096046,10.43187983,buy
1538085638,299343154,0.0096041,4.13715056,buy
1538085638,299343153,0.0096036,10.42807238,buy
1538085638,299343152,0.0096032,12.1108893,buy
1538085638,299343151,0.0095999,30.0,buy
1538085631,299343123,0.0095996,3.0,buy
1538085630,299343122,0.0096032,7.8891107,buy
1538085630,299343121,0.0095997,2.1108893,buy
1538085630,299343120,0.0095997,37.57138387,buy
1538085630,299343119,0.0095996,10.42861613,buy
1538085630,299343118,0.0095962,41.0,buy
1538085601,299342995,0.009595,0.7,sell
1538085521,299342744,0.0095997,0.31772683,buy
1538085474,299342588,0.0095962,0.3163892,sell
1538085419,299342249,0.0095995,6.453,buy
1538085390,299342006,0.0095995,2.90117318,buy
1538085390,299342005,0.0095994,7.09882682,buy
1538085298,299341586,0.0095819,2.8,buy
1538085298,299341585,0.0095801,5.2,buy
1538085282,299341493,0.0095799,6.0,buy
1538085265,299341303,0.0095698,0.62816318,sell
1538085265,299341301,0.0095698,3.53942757,sell
1538085265,299341273,0.0095699,12.0,buy
1538085186,299340709,0.0095701,3.30761676,buy
1538085184,299340704,0.0095631,0.9999,sell
1538085183,299340691,0.0095814,6.86837875,buy
1538085183,299340690,0.0095782,3.93162125,buy
1538085183,299340689,0.0095776,25.0,buy
1538085183,299340688,0.0095737,24.0,buy
1538085183,299340687,0.0095724,0.2,buy
1538085183,299340686,0.0095703,40.0,buy
1538085162,299340629,0.00957,6.0,buy
1538085088,299340038,0.0095702,23.0,buy
1538085087,299340031,0.0095664,24.0,buy
1538085087,299340016,0.0095663,4.0,buy
1538085087,299340013,0.009565,15.0,buy
1538085082,299339892,0.0095643,2.338,sell
1538085082,299339891,0.0095643,10.0,sell
1538085081,299339887,0.0095643,0.961999,sell
1538085081,299339886,0.0095712,0.000001,sell
1538085079,299339879,0.0095712,20.89602,sell
1538085078,299339877,0.0095643,0.6,sell
1538085078,299339874,0.0095643,1.023,sell
1538085074,299339829,0.0095686,0.435,sell
1538085074,299339827,0.0095686,0.852,sell
1538085072,299339816,0.0095831,4.0,sell
1538085035,299339462,0.0096078,3.197,buy
1538085035,299339460,0.0096078,3.115,buy
1538085035,299339459,0.0095985,6.547808,sell
1538085028,299339420,0.0096078,6.40532461,buy
1538085024,299339394,0.0095846,1.37935647,sell
1538085024,299339393,0.0095955,20.91067,buy
1538085023,299339370,0.0095926,11.65607402,buy
1538085023,299339369,0.0095873,20.90420324,buy
1538085023,299339368,0.0095853,1.49393135,buy
1538085023,299339367,0.0095846,10.46397255,buy
1538085023,299339366,0.0095845,1.49393135,buy
1538085023,299339365,0.0095822,1.49393135,buy
1538085023,299339364,0.0095822,1.49393135,buy
1538085023,299339363,0.0095814,0.00001761,buy
1538085023,299339362,0.0095814,1.49391374,buy
1538085023,299339361,0.0095813,0.0000081,buy
1538085023,299339360,0.0095766,0.00000816,buy
1538085023,299339352,0.0095766,8.96686,buy
1538085023,299339350,0.0095766,1.49393,buy
1538085023,299339349,0.0095813,1.49392325,buy
1538085023,299339348,0.0095813,1.49393135,buy
1538085023,299339347,0.0095813,1.49393135,buy
1538085023,299339346,0.0095813,1.49393135,buy
1538085023,299339345,0.0095813,1.49393135,buy
1538085023,299339344,0.0095787,0.00000135,buy
1538085023,299339342,0.0095668,8.84378,buy
1538085023,299339341,0.0095668,33.0,buy
1538085022,299339339,0.0095647,9.06583467,buy
1538085022,299339337,0.009564,5.0,buy
1538085022,299339336,0.0095631,0.51517645,buy
1538085022,299339320,0.0095631,3.31124247,buy
1538085022,299339318,0.0095631,7.78468108,buy
1538085016,299339203,0.0095597,20.0,buy
1538084995,299339010,0.0095631,6.3889,buy
1538084995,299339009,0.00956,3.611,buy
1538084960,299338843,0.0095598,1.15784322,buy
1538084873,299338186,0.0095561,4.0,buy
1538084868,299338124,0.0095525,14.0,buy
1538084837,299337769,0.0095406,1.12771647,sell
1538084837,299337768,0.0095408,0.2048377,sell
1538084837,299337767,0.0095408,0.2,sell
1538084836,299337762,0.0095444,7.21643137,sell
1538084836,299337761,0.0095446,0.2,sell
1538084836,299337760,0.0095446,0.35007557,sell
1538084834,299337753,0.0095614,0.07234242,buy
1538084834,299337752,0.0095614,3.23287269,buy
1538084832,299337738,0.0095614,250.0,sell
1538084831,299337727,0.0095616,4.76871481,sell
1538084831,299337726,0.0095616,2.59203602,sell
1538084831,299337725,0.0095616,0.40575611,sell
1538084831,299337724,0.0095616,1.21820564,sell
1538084830,299337715,0.0095616,1.39383219,sell
1538084830,299337714,0.0095616,1.91303632,sell
1538084830,299337712,0.0095617,2.34804709,sell
1538084830,299337711,0.0095617,1.65195291,sell
1538084830,299337709,0.0095619,0.2,sell
1538084830,299337707,0.0095619,1.06436171,sell
1538084830,299337706,0.0095619,0.2,sell
1538084830,299337704,0.0095619,0.20556111,sell
1538084830,299337701,0.0095619,0.55872553,sell
1538084802,299337490,0.0095787,1.49393,buy
1538084795,299337383,0.0095884,31.4405017,buy
1538084795,299337382,0.009586,2.363,buy
1538084795,299337381,0.009586,0.2,buy
1538084795,299337380,0.0095847,3.6969618,buy
1538084781,299337298,0.0095946,8.0293271,buy
1538084781,299337297,0.0095915,9.76414869,buy
1538084781,299337296,0.0095914,1.996,buy
1538084781,299337295,0.0095853,0.21052421,buy
1538084780,299337277,0.009585,1.73941943,buy
1538084777,299337253,0.0095783,0.6,sell
1538084777,299337252,0.0095783,1.396,sell
1538084777,299337251,0.0095853,0.5,sell
1538084772,299337228,0.0095933,1.0621411,sell
1538084772,299337227,0.0095933,2.5,sell
1538084772,299337226,0.0095933,49.5253089,sell
1538084772,299337210,0.0095933,4.35179235,sell
1538084772,299337209,0.0095933,0.44441666,sell
1538084751,299336907,0.0096068,0.98051359,buy
1538084721,299336364,0.0096136,0.96630389,buy
1538084721,299336359,0.0096136,0.96630389,buy
1538084721,299336358,0.0096136,0.96630389,buy
1538084718,299336338,0.0096181,0.96630389,buy
1538084718,299336335,0.0096181,0.96630389,buy
1538084718,299336332,0.0096255,0.96630389,buy
1538084717,299336309,0.0096284,1.81492248,buy
1538084717,299336308,0.0096276,5.0,buy
1538084717,299336307,0.0096276,0.18507752,buy
1538084717,299336306,0.0096249,7.0,buy
1538084715,299336300,0.0096127,0.46058287,sell
1538084715,299336299,0.0096127,1.22241713,sell
1538084712,299336291,0.0096125,0.223352,sell
1538084711,299336229,0.0096276,1.79492248,sell
1538084710,299336224,0.0096276,0.33307752,sell
1538084710,299336223,0.0096276,0.26692248,sell
1538084707,299336210,0.0096262,2.5,buy
1538084707,299336208,0.0096238,2.5,buy
1538084707,299336207,0.0096215,2.5,buy
1538084707,299336206,0.0096192,0.00000025,buy
1538084707,299336183,0.0096191,36.4,buy
1538084707,299336181,0.0096192,2.5,buy
1538084707,299336179,0.0096192,2.5,buy
1538084707,299336169,0.0096192,128.97347,buy
1538084707,299336168,0.0096192,2.5,buy
1538084707,299336167,0.0096169,2.5,buy
1538084706,299336157,0.0096146,7.92861,buy
1538084706,299336155,0.0096146,2.5,buy
1538084706,299336145,0.0096167,18.35204116,buy
1538084706,299336144,0.0096146,2.5,buy
1538084706,299336143,0.0096123,0.00000884,buy
1538084706,299336137,0.0096123,2.47006,buy
1538084706,299336134,0.0096123,0.02993116,buy
1538084706,299336133,0.0096112,4.73698602,buy
1538084706,299336132,0.00961,2.5,buy
1538084706,299336131,0.0096017,0.5,buy
1538084706,299336130,0.0096,0.00000555,buy
1538084706,299336128,0.0096,0.5,buy
1538084706,299336127,0.0096,1.0,buy
1538084706,299336125,0.0096,0.5,buy
1538084706,299336124,0.0096,0.49999445,buy
1538084706,299336123,0.0096,0.00000555,buy
1538084706,299336122,0.0096,0.5,buy
1538084705,299336120,0.0096,10.673,buy
1538084705,299336118,0.0096,0.5,buy
1538084705,299336116,0.0095982,2.0,buy
1538084705,299336114,0.0095982,0.5,buy
1538084705,299336107,0.0095965,2.0,buy
1538084705,299336104,0.0095965,0.5,buy
1538084705,299336097,0.0095947,2.44316972,buy
1538084705,299336096,0.0095947,0.05683028,buy
1538084705,299336095,0.0095946,1.06215685,buy
1538084705,299336094,0.0095929,1.38101287,buy
1538084705,299336092,0.0095929,1.11898713,buy
1538084705,299336090,0.0095927,0.76568987,buy
1538084705,299336089,0.0095912,2.5,buy
1538084705,299336088,0.0095894,2.5,buy
1538084705,299336087,0.0095876,0.88224573,buy
1538084701,299336046,0.0095876,1.61775427,buy
1538084701,299336045,0.0095858,2.24124573,buy
1538084700,299336030,0.0095858,0.25875427,buy
1538084700,299336029,0.0095843,40.0,buy
1538084700,299336028,0.0095841,2.5,buy
1538084700,299336027,0.0095823,2.5,buy
1538084700,299336026,0.0095805,2.5,buy
1538084700,299336025,0.0095788,2.5,buy
1538084700,299336024,0.009577,2.5,buy
1538084700,299336022,0.0095752,2.5,buy
1538084700,299336021,0.0095735,2.5,buy
1538084700,299336020,0.0095717,2.24124573,buy
1538084700,299336010,0.0095717,0.25875427,buy
1538084700,299336008,0.0095699,2.5,buy
1538084700,299336006,0.0095682,2.5,buy
1538084700,299336004,0.0095664,2.5,buy
1538084700,299336003,0.0095646,0.00612,buy
1538084697,299335937,0.0095646,2.49388,buy
1538084697,299335936,0.0095645,0.79926442,buy
1538084697,299335935,0.0095628,0.78073484,buy
1538084588,299334880,0.0095588,10.4736773,buy
1538084588,299334879,0.0095588,20.94735459,buy
1538084576,299334594,0.0095518,10.0,buy
1538084575,299334576,0.0095488,30.0,buy
1538084574,299334498,0.0095453,4.0,buy
1538084574,299334495,0.0095449,1.0,buy
1538084555,299334223,0.0095334,1.299808,sell
1538084522,299334116,0.0095334,0.9462,sell
1538084502,299334069,0.0095334,0.9497469,sell
1538084482,299334036,0.0095334,0.47719889,sell
1538084482,299334035,0.0095334,0.2,sell
1538084384,299333783,0.0095439,4.82594168,sell
1538084372,299333743,0.0095439,0.749,sell
1538084300,299333510,0.0095439,2.84336976,sell
1538084300,299333509,0.0095441,0.22363024,sell
1538084300,299333508,0.0095441,0.2,sell
1538084300,299333507,0.0095441,0.2,sell
1538084268,299333455,0.0095441,0.068,sell
1538084268,299333454,0.0095441,0.2,sell
1538084268,299333453,0.0095441,0.2,sell
1538084268,299333452,0.0095441,0.2,sell
1538084268,299333451,0.0095441,0.2,sell
1538084268,299333450,0.0095441,0.2,sell
1538084106,299332911,0.0095439,5.7884,sell
1538084106,299332910,0.0095549,5.8,buy
1538084096,299332885,0.0095439,50.0,sell
1538084071,299332828,0.0095439,43.0,sell
1538084071,299332827,0.0095441,7.0,sell
1538084056,299332805,0.0095439,24.8,sell
